srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
59.166.0.9,42605,4,53,0,0,0.001065,146,178,31,29,0,0,1,548356.8125,668544.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421944971,1421944971,0.01,0.01,0.0,0.0,0.0,0,0,0,0,0,4,3,12,18,3,3,3,0
59.166.0.9,49789,3,80,1,1,1.024068,1684,10168,31,29,3,5,3,12217.93848,75026.26563,14,18,255,255,1195837452,3346349249,120,565,1,3924,8775.715576,7683.694519,1421952020,1421952021,78.748385,60.207647,0.000668,0.000535,0.000133,0,0,1,0,0,2,3,4,2,1,1,1,0
59.166.0.1,33937,0,111,0,0,0.004665,568,312,31,29,0,0,0,730546.625,401286.1875,4,4,0,0,0,0,142,78,0,0,1.770833,1.485632,1421941691,1421941691,1.259667,1.056,0.0,0.0,0.0,0,0,0,0,0,8,8,2,5,1,1,2,0
59.166.0.3,48690,4,21,1,1,0.024846,2934,3740,31,29,11,15,5,926668.25,1182001.125,52,54,255,255,2585693253,2590900745,56,69,0,0,35.442903,0.850366,1421940959,1421940959,0.48944,0.459226,0.000639,0.000502,0.000137,0,0,0,1,2,2,2,7,6,2,2,5,0
59.166.0.7,54565,8,62048,1,1,0.040827,3510,45854,31,29,7,24,0,676023.25,8840229.0,58,62,255,255,2093933361,2134244057,61,740,0,0,0.0,46.424913,1421950511,1421950511,0.710737,0.661197,0.000614,0.00049,0.000124,0,0,0,0,0,12,8,2,6,1,1,1,0
59.166.0.3,12485,8,111,0,0,0.004772,568,320,31,29,0,0,0,714165.9375,402347.0313,4,4,0,0,0,0,142,80,0,0,1.721334,1.582034,1421928591,1421928591,1.222667,1.124667,0.0,0.0,0.0,0,0,0,0,0,5,3,3,4,1,1,3,0
59.166.0.4,54964,6,33761,1,1,0.046446,320,1826,31,29,1,2,2,45988.89063,275244.375,6,8,255,255,488138116,504423438,53,228,0,0,640.63333,15.693434,1421927898,1421927899,9.2244,6.538429,0.000809,0.000673,0.000136,0,0,0,0,0,3,3,7,4,1,1,4,0
59.166.0.8,62209,4,25,1,1,0.22068,37462,3380,31,29,18,8,6,1331955.75,119630.2344,52,42,255,255,2055330023,4205999446,720,80,0,0,498.273814,16.800127,1421948081,1421948081,4.320137,5.370683,0.000578,0.000455,0.000123,0,0,0,0,0,2,1,4,2,1,1,1,0
59.166.0.4,18617,3,14430,1,1,0.01932,2854,26406,31,29,7,16,0,1156107.625,10696480.0,46,46,255,255,2787458148,2787774232,62,574,0,0,27.026902,0.719545,1421939334,1421939334,0.420756,0.416111,0.000722,0.000584,0.000138,0,0,0,0,0,9,4,2,2,1,1,1,0
59.166.0.5,42614,4,5190,1,1,0.651161,3744,19084,31,29,11,15,0,45039.55078,229952.3438,48,52,255,255,4233137586,4233428539,78,367,0,0,1289.646476,0.0,1421940403,1421940404,13.847085,12.756255,0.000754,0.000582,0.000172,0,0,0,0,0,4,9,4,1,1,1,1,0
59.166.0.5,37024,8,57561,1,1,0.145707,8928,424,31,29,4,1,0,455214.9375,20369.64648,14,8,255,255,3934467970,2472805994,638,53,0,0,1251.965254,50.728059,1421945071,1421945071,11.20823,20.713143,0.000646,0.000502,0.000144,0,0,0,0,0,24,18,20,27,4,4,16,0
175.45.176.2,37755,14,69,0,3,8e-06,592,0,254,0,0,0,0,296000000.0,0.0,2,0,0,0,0,0,296,0,0,0,0.0,0.0,1421933195,1421933195,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,1,2,1,1,1,1
59.166.0.1,39137,4,9059,1,1,0.014866,2334,16734,31,29,7,12,0,1221579.5,8768465.0,36,38,255,255,3516503908,3516857767,65,440,0,0,24.560385,23.799338,1421940592,1421940592,0.415829,0.382514,0.000856,0.000702,0.000154,0,0,0,0,0,8,10,3,4,1,1,1,0
59.166.0.7,16001,4,6881,1,1,0.017897,1540,1644,31,29,4,4,0,645471.3125,694194.5625,16,18,255,255,452540746,2608036923,96,91,0,0,70.704037,2.133576,1421952938,1421952938,1.1732,1.024529,0.000622,0.000473,0.000149,0,0,0,0,0,8,9,3,4,2,1,2,0
175.45.176.0,9943,23,80,1,1,3.45528,810,1192,62,252,2,2,0,1687.851562,2484.313721,10,10,255,255,2539451356,1062471172,81,119,0,0,29157.88867,666.851188,1421933295,1421933298,383.810889,366.985,0.255763,0.152413,0.10335,0,1,0,0,0,1,1,1,1,1,1,1,0
59.166.0.8,3582,8,80,1,1,1.094273,1684,10168,31,29,3,5,3,11434.07617,70212.82813,14,18,255,255,206538715,2357123446,120,565,1,3924,9155.371923,8016.622173,1421929190,1421929191,84.145767,64.335,0.000715,0.000575,0.00014,0,0,1,0,0,2,3,2,1,1,1,1,0
59.166.0.1,8996,0,45563,1,1,0.007966,4040,2456,31,29,7,7,0,3832287.5,2329902.25,18,18,255,255,662379930,666047787,224,136,0,0,23.935466,0.599653,1421945243,1421945243,0.448588,0.438118,0.000672,0.000514,0.000158,0,0,0,0,0,5,19,13,5,3,3,5,0
59.166.0.8,42779,9,22,1,1,6.342182,48360,85554,31,29,144,199,0,60902.69531,107759.7578,616,682,255,255,443256507,2588966151,79,125,0,0,804.841193,765.654102,1421944889,1421944895,10.31194,9.312116,0.000781,0.000621,0.00016,0,0,0,0,0,19,18,20,23,11,11,11,0
59.166.0.3,59446,8,12274,1,1,0.0423,3910,54798,31,29,7,26,0,728321.5,10206714.0,66,66,255,255,2482292474,333062712,59,830,0,0,38.372851,0.992182,1421928900,1421928900,0.645,0.640677,0.000788,0.000644,0.000144,0,0,0,0,0,2,3,6,2,1,1,1,0
175.45.176.1,0,24,0,4,3,3e-06,200,0,254,0,0,0,0,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930726,1421930726,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,15,14,8,8,8,8,8,1
59.166.0.4,26478,1,53,0,0,0.00109,146,178,31,29,0,0,1,535779.8125,653211.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421944098,1421944098,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,3,1,3,4,1,1,1,0
59.166.0.8,25923,6,5190,1,1,0.005974,2128,4312,31,29,6,6,0,2741212.0,5534650.5,26,24,255,255,2995015726,2995328210,82,180,0,0,14.884975,0.36914,1421953945,1421953945,0.22344,0.212565,0.001286,0.001083,0.000203,0,0,0,0,0,5,5,4,1,1,1,1,0
59.166.0.0,52385,3,21,1,1,3.316706,2934,3742,31,29,11,15,5,6941.827148,8859.392578,52,54,255,255,3008559791,3042587043,56,69,0,0,4265.447166,109.844195,1421929002,1421929005,65.026782,62.568961,0.000681,0.000548,0.000133,0,0,0,1,1,1,1,2,3,1,1,2,0
59.166.0.1,27153,1,60796,1,1,0.058773,2854,27886,31,29,7,16,0,380038.4688,3713269.75,46,46,255,255,1419207603,3590140051,62,606,0,0,76.306985,2.018519,1421954400,1421954400,1.298956,1.294244,0.000668,0.000529,0.000139,0,0,0,0,0,11,8,3,4,1,1,1,0
59.166.0.0,30803,2,1476,1,1,0.019912,2854,30654,31,29,7,17,0,1121735.625,12059461.0,46,48,255,255,1652714390,1653041213,62,639,0,0,25.247381,24.463857,1421939300,1421939300,0.435444,0.410106,0.000786,0.000626,0.00016,0,0,0,0,0,8,9,2,7,1,1,1,0
59.166.0.2,48488,1,80,1,1,1.005752,1580,10168,31,29,3,5,3,11525.7041,76392.59375,12,18,255,255,1320487602,3471146707,132,565,1,3924,9530.320075,7674.692872,1421954132,1421954133,91.399545,59.129468,0.000709,0.000546,0.000163,0,0,1,0,0,1,1,6,1,1,1,1,0
175.45.176.1,1043,14,53,0,3,3e-06,114,0,254,0,0,0,1,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932039,1421932039,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,13,13,3,3,3,3,3,1
59.166.0.8,13159,2,31028,1,1,0.155449,320,1888,31,29,1,2,2,13740.84082,85018.23438,6,8,255,255,744271405,3337857569,53,236,0,0,2182.883463,53.855426,1421944564,1421944564,31.0224,22.125428,0.000727,0.000568,0.000159,0,0,0,0,0,9,3,6,7,1,1,2,0
59.166.0.4,4842,8,5190,1,1,0.821947,1470,1728,31,29,5,4,0,13665.11523,15621.44531,22,14,255,255,2190867665,2191192541,67,123,0,0,3698.922594,134.894969,1421945375,1421945376,39.140332,63.169461,0.000738,0.000604,0.000134,0,0,0,0,0,9,9,9,9,9,5,5,0
59.166.0.7,58112,11,53,0,0,0.001096,146,178,31,29,0,0,1,532846.75,649635.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421946148,1421946148,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,3,6,1,3,1,1,1,0
59.166.0.1,26595,11,80,1,1,1.006943,1684,10168,31,29,3,5,3,12425.72852,76302.23438,14,18,255,255,3020808635,876431641,120,565,1,3924,8765.540562,7674.225663,1421937155,1421937156,77.431156,59.202353,0.000654,0.000498,0.000156,0,0,1,0,0,1,3,3,5,1,1,1,0
59.166.0.3,49509,4,3848,1,1,0.042017,3614,47722,31,29,7,24,0,676678.4375,8939810.0,60,62,255,255,1700298771,3850192697,60,770,0,0,46.327471,45.805419,1421930563,1421930563,0.703932,0.679098,0.000738,0.000581,0.000157,0,0,0,0,0,1,7,2,1,1,1,1,0
59.166.0.9,60462,8,143,1,1,0.039735,7806,15616,31,29,30,32,0,1558927.875,3119265.0,122,126,255,255,562453008,2713356248,64,124,0,0,21.658451,0.502084,1421938146,1421938146,0.3283,0.31404,0.000623,0.000476,0.000147,0,0,0,0,0,6,5,1,7,1,1,1,0
59.166.0.5,56830,11,6881,1,1,0.413293,1540,1644,31,29,4,4,0,27951.11523,30060.99805,16,18,255,255,1775987912,2465947365,96,91,0,0,1803.963067,64.97432,1421927444,1421927444,27.53,21.483295,0.049021,0.048076,0.000945,0,0,0,0,0,1,8,2,3,1,1,1,0
175.45.176.2,10092,22,111,0,3,1e-05,168,0,254,0,0,0,0,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929308,1421929308,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,3,1,1,1,1,1,1,1
59.166.0.7,55666,11,80,1,1,5.765733,18370,1087890,31,29,2,370,3,25414.98242,1507433.0,344,746,255,255,540499781,2718742629,53,1458,1,524288,958.363444,622.258595,1421950304,1421950310,16.808708,7.73857,0.00062,0.000497,0.000123,0,0,1,0,0,2,3,3,1,1,1,1,0
59.166.0.1,20180,5,25,1,1,0.51474,37172,3380,31,29,18,8,0,566623.9375,51288.03125,52,42,255,255,595249351,627426756,715,80,0,0,786.694436,29.762432,1421934381,1421934381,10.085804,12.543829,0.00057,0.000439,0.000131,0,0,0,0,0,15,15,8,5,2,1,3,0
59.166.0.3,27226,5,5190,1,1,2.388348,13672,45624,31,29,39,59,0,45531.05078,152028.0938,172,192,255,255,3148799311,3149103947,79,238,0,0,1108.909233,1052.043637,1421929778,1421929781,13.964777,12.501084,0.00079,0.00063,0.00016,0,0,0,0,0,9,3,3,1,1,1,1,0
59.166.0.2,49003,0,53,0,0,0.001066,146,178,31,29,0,0,1,547842.4375,667917.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421937095,1421937095,0.007,0.003,0.0,0.0,0.0,0,0,0,0,0,2,3,3,1,1,1,1,0
59.166.0.8,19050,8,36726,1,1,0.01086,2438,19420,31,29,7,13,0,1748803.0,13948435.0,38,40,255,255,1268925582,1285462424,64,486,0,0,0.0,16.37077,1421948867,1421948867,0.28427,0.264154,0.00069,0.000554,0.000136,0,0,0,0,0,3,8,2,3,1,1,1,0
59.166.0.7,29871,2,53,0,0,0.001038,130,162,31,29,0,0,1,500963.4063,624277.4375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421931015,1421931015,0.01,0.003,0.0,0.0,0.0,0,0,0,0,0,2,4,7,5,1,1,5,0
59.166.0.0,11523,9,21,1,1,0.710461,2934,3742,31,29,11,15,0,32407.12695,41359.05859,52,54,255,255,1677666103,3828288957,56,69,0,0,1401.315231,54.370547,1421933817,1421933818,13.924275,13.395943,0.000591,0.000469,0.000122,0,0,0,0,0,11,7,3,2,1,1,1,0
59.166.0.7,62157,0,64342,1,1,0.135939,4550,67380,31,29,7,33,0,264353.875,3915756.25,78,80,255,255,1298745446,3444446318,58,842,0,0,95.428301,94.034536,1421934600,1421934600,1.761143,1.712873,0.000749,0.000614,0.000135,0,0,0,0,0,6,11,3,2,1,1,1,0
59.166.0.5,51743,5,53,0,0,0.001045,130,162,31,29,0,0,0,497607.625,620095.6875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421945466,1421945466,0.012,0.008,0.0,0.0,0.0,0,0,0,0,0,8,12,19,14,2,2,14,0
59.166.0.7,57843,1,16538,1,1,0.032875,4014,60268,31,29,7,28,0,962433.4375,14456699.0,68,70,255,255,4186560674,2041478013,59,861,0,0,25.988436,25.432233,1421928019,1421928019,0.485866,0.467609,0.000759,0.000599,0.00016,0,0,0,0,0,5,2,2,2,1,1,1,0
59.166.0.8,47756,4,31615,1,1,0.033084,3182,39694,31,29,7,20,0,754685.0,9420626.0,52,54,255,255,609352022,2759226778,61,735,0,0,41.393964,41.286321,1421930902,1421930902,0.639784,0.614679,0.000603,0.000499,0.000104,0,0,0,0,0,6,5,3,4,1,1,1,0
59.166.0.1,59267,5,53,0,0,0.001132,146,178,31,29,0,0,1,515901.0625,628975.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421942438,1421942438,0.011,0.009,0.0,0.0,0.0,0,0,0,0,0,2,3,2,2,1,1,2,0
59.166.0.9,9598,2,80,1,1,1.005941,1684,10168,31,29,3,5,3,12438.10449,76378.23438,14,18,255,255,981442383,982434726,120,565,1,3924,8766.047578,7675.184091,1421948870,1421948871,77.352536,59.141882,0.000659,0.000524,0.000135,0,0,4,0,0,2,2,1,1,1,1,1,0
59.166.0.4,12593,4,12450,1,1,0.014878,2750,28874,31,29,7,16,0,1445355.5,15188600.0,44,46,255,255,126526502,126867817,63,628,0,0,18.939353,18.073568,1421945604,1421945604,0.33814,0.3164,0.000766,0.000629,0.000137,0,0,0,0,0,4,12,12,5,1,1,1,0
59.166.0.4,2091,8,53,0,0,0.000994,146,178,31,29,0,0,1,587525.125,716297.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421942967,1421942967,0.008,0.007,0.0,0.0,0.0,0,0,0,0,0,3,5,6,5,1,1,1,0
59.166.0.7,36375,0,15674,1,1,0.202293,4304,2768,31,29,7,7,0,162496.9844,104917.125,22,24,255,255,2573319265,2572364602,196,115,0,0,728.469025,19.945969,1421931860,1421931861,9.61581,8.771521,0.00068,0.000545,0.000135,0,0,0,0,0,6,8,3,1,1,1,1,0
59.166.0.4,9421,1,49992,1,1,0.004643,320,1878,31,29,1,2,0,460047.375,2832651.25,6,8,255,255,2448760657,2449628356,53,235,0,0,51.799294,0.883506,1421945637,1421945637,0.8628,0.584143,0.000702,0.000551,0.000151,0,0,0,0,0,15,10,15,14,3,3,12,0
59.166.0.2,33339,9,53,0,0,0.00107,146,178,31,29,0,0,1,545794.375,665420.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421936822,1421936822,0.012,0.008,0.0,0.0,0.0,0,0,0,0,0,3,4,3,2,1,1,1,0
59.166.0.7,6797,5,53,0,0,0.001046,130,162,31,29,0,0,1,497131.9063,619502.8125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421947131,1421947131,0.01,0.006,0.0,0.0,0.0,0,0,0,0,0,2,2,1,1,1,1,1,0
59.166.0.9,7700,3,80,1,1,1.484943,1684,10168,31,29,3,5,0,8425.912109,51740.70703,14,18,255,255,3405617127,1310474722,120,565,2,192,9595.453052,8403.093789,1421944951,1421944953,114.199382,87.318353,0.000659,0.000527,0.000132,0,0,6,0,0,2,4,3,3,3,3,3,0
59.166.0.7,20131,5,111,0,0,0.004621,568,320,31,29,0,0,0,737502.6875,415494.4688,4,4,0,0,0,0,142,80,0,0,1.689988,1.465833,1421932488,1421932488,1.202,1.043,0.0,0.0,0.0,0,0,0,0,0,10,12,8,9,1,1,4,0
59.166.0.2,45298,3,22,1,1,0.681952,12472,12716,31,29,17,17,0,144221.2969,146696.5469,70,60,255,255,662996802,663321679,178,212,0,0,638.889522,690.161164,1421944832,1421944833,9.883363,11.543949,0.000743,0.000581,0.000162,0,0,0,0,0,15,6,6,16,5,5,5,0
59.166.0.2,18581,6,40004,1,1,0.035016,4222,61786,31,29,7,30,0,951336.5,13925520.0,72,74,255,255,1314631971,1314891730,59,835,0,0,29.66968,30.511609,1421945191,1421945191,0.488549,0.472069,0.000718,0.000552,0.000166,0,0,0,0,0,8,8,7,8,4,4,4,0
59.166.0.0,1096,11,80,1,1,8.850928,18786,1087890,31,29,2,370,3,16932.00977,981982.4375,352,746,255,255,1278737974,3429236156,53,1458,1,524288,3440.839595,2350.26797,1421951014,1421951023,25.21541,11.879749,0.000623,0.000499,0.000124,0,0,1,0,0,2,2,4,3,1,1,1,0
149.171.126.18,1043,12,53,0,3,9e-06,264,0,60,0,0,0,1,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1421931107,1421931107,0.009,0.0,0.0,0.0,0.0,0,0,0,0,0,9,9,6,6,6,3,6,0
59.166.0.2,5807,5,53,0,0,0.001038,146,178,31,29,0,0,1,562620.4375,685934.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421931461,1421931461,0.008,0.002,0.0,0.0,0.0,0,0,0,0,0,4,2,2,1,1,1,1,0
59.166.0.5,29927,4,23414,1,1,0.040093,3390,42312,31,29,7,22,0,664455.125,8297308.5,56,58,255,255,2132862866,4278510140,61,730,0,0,49.682423,48.424333,1421954108,1421954108,0.721709,0.693544,0.000708,0.000554,0.000154,0,0,0,0,0,12,6,2,3,1,1,1,0
59.166.0.3,1617,3,31030,1,1,0.019884,2974,30516,31,29,7,18,0,1171997.625,12032187.0,48,50,255,255,718141698,718448586,62,610,0,0,23.570329,22.714953,1421949789,1421949789,0.416489,0.390776,0.000883,0.000726,0.000157,0,0,0,0,0,5,9,3,5,1,1,2,0
59.166.0.2,2507,6,5190,1,1,0.871367,3744,18858,31,29,11,14,0,33657.46094,169673.625,48,50,255,255,1468792079,1469088691,78,377,0,0,1390.07343,1360.561313,1421948838,1421948839,18.531894,17.770388,0.000743,0.000616,0.000127,0,0,0,0,0,8,3,2,2,1,1,1,0
59.166.0.3,20175,9,111,0,0,0.005586,568,320,31,29,0,0,0,610096.625,343716.4375,4,4,0,0,0,0,142,80,0,0,2.158326,1.867705,1421941413,1421941413,1.528667,1.326667,0.0,0.0,0.0,0,0,0,0,0,9,8,4,2,1,1,2,0
59.166.0.5,4620,4,111,0,0,0.004622,568,304,31,29,0,0,0,737343.1875,394634.375,4,4,0,0,0,0,142,76,0,0,1.679616,1.446269,1421952326,1421952326,1.193667,1.030667,0.0,0.0,0.0,0,0,0,0,0,14,6,6,5,1,1,3,0
59.166.0.4,41398,6,21,1,1,1.247625,2934,3742,31,29,11,15,5,18454.26367,23551.94922,52,54,255,255,901883765,3127128405,56,69,0,0,2107.514691,69.670984,1421953891,1421953893,24.45696,23.522434,0.00312,0.000932,0.002188,0,0,0,0,0,1,1,2,1,1,1,1,0
59.166.0.5,56387,3,27489,1,1,1.037502,4928,3080,31,29,7,7,0,36641.85547,22962.8457,28,30,255,255,950233814,3277970007,176,103,0,0,1978.725296,48.706168,1421938755,1421938756,38.412813,35.755,0.001489,0.000605,0.000884,0,0,0,0,0,8,3,2,3,1,1,1,0
59.166.0.5,29811,6,26343,1,1,0.787647,320,1858,31,29,1,2,2,2711.874756,16515.01172,6,8,255,255,1100017401,1375443571,53,232,0,0,11123.58903,275.011594,1421942539,1421942540,157.4692,112.446141,0.000697,0.00052,0.000177,0,0,0,0,0,3,6,8,1,1,1,1,0
59.166.0.7,33350,1,111,0,0,0.00489,568,312,31,29,0,0,0,696932.5,382822.0938,4,4,0,0,0,0,142,78,0,0,1.796523,1.577555,1421952461,1421952461,1.277333,1.124,0.0,0.0,0.0,0,0,0,0,0,7,9,7,3,1,1,3,0
59.166.0.6,55768,1,53,0,0,0.001067,146,178,31,29,0,0,1,547329.0,667291.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421934984,1421934984,0.004,0.008,0.0,0.0,0.0,0,0,0,0,0,4,4,4,4,3,1,1,0
59.166.0.7,7325,8,5190,1,1,0.386435,2048,2410,31,29,6,7,0,40638.14063,47987.37109,24,26,255,255,681414619,681767950,85,93,0,0,1143.358484,0.0,1421931900,1421931901,16.780087,15.430279,0.000804,0.000668,0.000136,0,0,0,0,0,5,11,2,3,1,1,1,0
175.45.176.2,16918,18,179,1,1,0.552913,546,268,254,252,2,1,0,7118.660645,3241.016113,10,6,255,255,3235158681,1329700724,55,45,0,0,2801.451515,140.689078,1421931326,1421931326,56.2,100.191398,0.165525,0.05195,0.113575,0,1,0,0,0,7,4,2,2,2,1,2,1
59.166.0.1,19001,5,53,0,0,0.00108,130,162,31,29,0,0,1,481481.5,600000.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421943977,1421943977,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,5,1,1,6,1,1,1,0
59.166.0.6,65532,5,53,0,0,0.001069,146,178,31,29,0,0,1,546304.9375,666043.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421945222,1421945222,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,1,4,15,3,3,3,3,0
59.166.0.0,52488,2,59685,1,1,0.008982,2230,14816,31,29,7,11,0,1928301.0,12830105.0,34,36,255,255,2654530345,2654848938,66,412,0,0,16.05198,14.483325,1421932673,1421932673,0.261364,0.237714,0.000784,0.000651,0.000133,0,0,0,0,0,4,9,3,3,1,1,1,0
59.166.0.0,27358,5,61540,1,1,0.191093,3666,41950,31,29,7,20,0,150963.1406,1724856.5,61,56,255,255,1650615359,1814855562,60,749,0,0,0.0,346.13601,1421934461,1421934461,3.17785,3.464164,0.00075,0.00056,0.00019,0,0,0,0,0,21,8,1,8,1,1,1,0
59.166.0.5,43905,3,1214,1,1,0.015868,2766,28892,31,29,7,16,0,1363246.75,14249558.0,44,46,255,255,1156317609,3302038987,63,628,0,0,20.602187,19.805086,1421941182,1421941182,0.36114,0.339022,0.000759,0.000602,0.000157,0,0,0,0,0,10,5,1,5,1,1,1,0
59.166.0.6,22907,4,25,1,1,0.307762,37180,3276,31,29,18,8,6,947875.3125,83051.1875,52,40,255,255,1024545612,3170973573,715,82,0,0,627.39927,21.530518,1421938605,1421938605,6.027372,7.87759,0.000668,0.000531,0.000137,0,0,0,0,0,1,1,4,5,1,1,1,0
59.166.0.6,55602,9,53,0,0,0.001072,130,162,31,29,0,0,1,485074.625,604477.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421946097,1421946097,0.001,0.004,0.0,0.0,0.0,0,0,0,0,0,3,2,1,1,1,1,1,0
59.166.0.0,11121,3,10801,1,1,0.144053,2958,32586,31,29,7,18,0,160885.2344,1773514.0,48,50,255,255,2091261990,4236961352,62,652,0,0,176.937381,172.398554,1421945002,1421945003,3.057936,2.927286,0.000742,0.000605,0.000137,0,0,0,0,0,13,6,5,13,2,2,2,0
59.166.0.5,14386,1,22,1,1,0.027284,9504,12298,31,29,26,31,4,2760885.5,3574549.25,108,114,255,255,3339954923,1194816933,88,108,0,0,16.397528,13.303499,1421946272,1421946272,0.251888,0.241117,0.000657,0.000519,0.000138,0,0,0,0,0,1,1,2,4,1,1,2,0
59.166.0.4,1823,6,111,0,0,0.116377,568,312,31,29,0,0,0,29284.13672,16085.65234,4,4,0,0,0,0,142,78,0,0,47.627414,47.610914,1421931500,1421931500,33.683668,33.671,0.0,0.0,0.0,0,0,0,0,0,6,6,5,6,1,1,3,0
59.166.0.5,10754,1,53,0,0,0.00102,146,178,31,29,0,0,1,572549.0625,698039.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421946679,1421946679,0.016,0.008,0.0,0.0,0.0,0,0,0,0,0,4,3,3,8,2,1,1,0
59.166.0.7,17646,1,1216,1,1,0.020964,2438,20718,31,29,7,13,0,905933.9375,7708834.0,38,40,255,255,620050903,2765732507,64,518,0,0,35.386707,31.527772,1421934885,1421934885,0.557541,0.523154,0.00069,0.00055,0.00014,0,0,0,0,0,6,4,2,2,1,1,1,0
59.166.0.6,14965,3,62821,0,0,0.338143,528,304,31,29,0,0,0,9368.817383,5394.16748,4,4,0,0,0,0,132,76,0,0,138.58775,98.064398,1421944282,1421944283,98.006336,69.344,0.0,0.0,0.0,0,0,0,0,0,9,8,3,3,1,1,3,0
59.166.0.3,51395,0,80,1,1,0.003878,1036,824,31,29,2,2,3,1871067.625,1530685.875,8,10,255,255,741174958,2887592301,130,82,1,83,31.979261,0.67674,1421946622,1421946622,0.504143,0.371556,0.000661,0.000527,0.000134,0,0,1,0,0,1,1,4,5,1,1,4,0
59.166.0.8,25741,3,28804,1,1,0.166139,3614,50036,31,29,7,24,0,171133.7969,2370497.0,60,62,255,255,3391215442,1241938268,60,807,0,0,156.085588,153.406528,1421929213,1421929213,2.810729,2.715049,0.000647,0.000511,0.000136,0,0,0,0,0,3,12,5,3,1,1,2,0
59.166.0.0,32357,6,80,1,1,8.37029,17954,1081890,31,29,2,366,3,17109.08594,1032635.188,336,742,255,255,3850139509,3861210243,53,1458,1,524288,1619.148096,1067.435565,1421947035,1421947043,24.984955,11.294147,0.001506,0.001319,0.000187,0,0,1,0,0,2,2,2,1,1,1,1,0
59.166.0.6,15452,8,111,0,0,0.088322,568,312,31,29,0,0,0,38586.08203,21195.17188,4,4,0,0,0,0,142,78,0,0,34.388961,34.369398,1421930420,1421930420,24.327666,24.311334,0.0,0.0,0.0,0,0,0,0,0,4,5,4,4,1,1,3,0
59.166.0.2,1304,0,53391,1,1,0.028924,3302,35400,31,29,7,21,0,896418.1875,9616374.0,54,56,255,255,1369964195,3524114378,61,632,0,0,36.032731,34.454109,1421936508,1421936508,0.549481,0.515291,0.000721,0.000582,0.000139,0,0,0,0,0,9,5,2,4,1,1,1,0
59.166.0.9,53837,0,80,1,1,1.122843,1684,10168,31,29,3,5,3,11143.14258,68426.30469,14,18,255,255,3185113100,3190369988,120,565,1,3924,8822.365428,7724.865808,1421944117,1421944118,86.343923,66.004706,0.001117,0.00076,0.000357,0,0,1,0,0,5,1,1,6,2,1,1,0
175.45.176.1,0,24,0,8,3,4e-06,200,0,254,0,0,0,0,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930684,1421930684,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,6,6,6,6,1
59.166.0.5,15170,11,13865,1,1,0.059082,3614,43086,31,29,7,24,0,481229.4688,5740090.0,60,62,255,255,813149998,813486672,60,695,0,0,64.723369,63.899583,1421952527,1421952527,0.995729,0.973983,0.000781,0.000634,0.000147,0,0,0,0,0,5,5,3,4,1,1,2,0
